# x, y, z, vx, vy, 0_x, 0_y, 1_x, 1_y
2.368421,-0.263158,0.000000,1.200000,0.500000,0.000000,0.000000,0.000000,0.000000
2.368421,0.263158,0.000000,1.200000,-0.500000,0.000000,0.000000,0.000000,0.000000
2.368421,0.789474,0.000000,0.812104,-1.015129,0.000000,0.000000,0.000000,0.000000
2.368421,1.315789,0.000000,0.562550,-1.171980,0.000000,0.000000,0.000000,0.000000
2.368421,1.842105,0.000000,0.421622,-1.229730,0.000000,0.000000,0.000000,0.000000
2.368421,2.368421,0.000000,0.334961,-1.256105,0.000000,0.000000,0.000000,0.000000
2.368421,2.894737,0.000000,0.277117,-1.270120,0.000000,0.000000,0.000000,0.000000
2.368421,3.421053,0.000000,0.236012,-1.278397,0.000000,0.000000,0.000000,0.000000
2.368421,3.947368,0.000000,0.205388,-1.283673,0.000000,0.000000,0.000000,0.000000
2.368421,4.473684,0.000000,0.181727,-1.287235,0.000000,0.000000,0.000000,0.000000
2.368421,5.000000,0.000000,0.162916,-1.289751,0.000000,0.000000,0.000000,0.000000
2.894737,-5.000000,0.000000,0.027362,1.299712,0.000000,0.000000,0.000000,0.000000
2.894737,-4.473684,0.000000,0.030580,1.299640,0.000000,0.000000,0.000000,0.000000
2.894737,-3.947368,0.000000,0.034654,1.299538,0.000000,0.000000,0.000000,0.000000
2.894737,-3.421053,0.000000,0.039981,1.299385,0.000000,0.000000,0.000000,0.000000
2.894737,-2.894737,0.000000,0.047242,1.299141,0.000000,0.000000,0.000000,0.000000
2.894737,-2.368421,0.000000,0.057721,1.298718,0.000000,0.000000,0.000000,0.000000
2.894737,-1.842105,0.000000,0.074165,1.297883,0.000000,0.000000,0.000000,0.000000
2.894737,-1.315789,0.000000,0.103669,1.295860,0.000000,0.000000,0.000000,0.000000
2.894737,-0.789474,0.000000,0.171813,1.288596,0.000000,0.000000,0.000000,0.000000
2.894737,-0.263158,0.000000,0.482808,1.207020,0.000000,0.000000,0.000000,0.000000
2.894737,0.263158,0.000000,0.482808,-1.207020,0.000000,0.000000,0.000000,0.000000
2.894737,0.789474,0.000000,0.171813,-1.288596,0.000000,0.000000,0.000000,0.000000
2.894737,1.315789,0.000000,0.103669,-1.295860,0.000000,0.000000,0.000000,0.000000
2.894737,1.842105,0.000000,0.074165,-1.297883,0.000000,0.000000,0.000000,0.000000
2.894737,2.368421,0.000000,0.057721,-1.298718,0.000000,0.000000,0.000000,0.000000
2.894737,2.894737,0.000000,0.047242,-1.299141,0.000000,0.000000,0.000000,0.000000
2.894737,3.421053,0.000000,0.039981,-1.299385,0.000000,0.000000,0.000000,0.000000
2.894737,3.947368,0.000000,0.034654,-1.299538,0.000000,0.000000,0.000000,0.000000
2.894737,4.473684,0.000000,0.030580,-1.299640,0.000000,0.000000,0.000000,0.000000
2.894737,5.000000,0.000000,0.027362,-1.299712,0.000000,0.000000,0.000000,0.000000
3.421053,-5.000000,0.000000,-0.109088,1.295415,0.000000,0.000000,0.000000,0.000000
3.421053,-4.473684,0.000000,-0.121815,1.294280,0.000000,0.000000,0.000000,0.000000
3.421053,-3.947368,0.000000,-0.137884,1.292667,0.000000,0.000000,0.000000,0.000000
3.421053,-3.421053,0.000000,-0.158802,1.290264,0.000000,0.000000,0.000000,0.000000
3.421053,-2.894737,0.000000,-0.187122,1.286462,0.000000,0.000000,0.000000,0.000000
3.421053,-2.368421,0.000000,-0.227543,1.279931,0.000000,0.000000,0.000000,0.000000
3.421053,-1.842105,0.000000,-0.289672,1.267316,0.000000,0.000000,0.000000,0.000000
3.421053,-1.315789,0.000000,-0.396208,1.238151,0.000000,0.000000,0.000000,0.000000
3.421053,-0.789474,0.000000,-0.611765,1.147059,0.000000,0.000000,0.000000,0.000000
3.421053,-0.263158,0.000000,-1.102398,0.688999,-17.027296,13.388935,0.000000,0.000000
3.421053,0.263158,0.000000,-1.102398,-0.688999,0.000000,0.000000,-17.027296,-13.388935
3.421053,0.789474,0.000000,-0.611765,-1.147059,0.000000,0.000000,0.000000,0.000000
3.421053,1.315789,0.000000,-0.396208,-1.238151,0.000000,0.000000,0.000000,0.000000
3.421053,1.842105,0.000000,-0.289672,-1.267316,0.000000,0.000000,0.000000,0.000000
3.421053,2.368421,0.000000,-0.227543,-1.279931,0.000000,0.000000,0.000000,0.000000
3.421053,2.894737,0.000000,-0.187122,-1.286462,0.000000,0.000000,0.000000,0.000000
3.421053,3.421053,0.000000,-0.158802,-1.290264,0.000000,0.000000,0.000000,0.000000
3.421053,3.947368,0.000000,-0.137884,-1.292667,0.000000,0.000000,0.000000,0.000000
3.421053,4.473684,0.000000,-0.121815,-1.294280,0.000000,0.000000,0.000000,0.000000
3.421053,5.000000,0.000000,-0.109088,-1.295415,0.000000,0.000000,0.000000,0.000000
3.947368,-5.000000,0.000000,-0.242010,1.277275,0.000000,0.000000,0.000000,0.000000
3.947368,-4.473684,0.000000,-0.269322,1.271796,0.000000,0.000000,0.000000,0.000000
3.947368,-3.947368,0.000000,-0.303385,1.264103,0.000000,0.000000,0.000000,0.000000
3.947368,-3.421053,0.000000,-0.346943,1.252849,0.000000,0.000000,0.000000,0.000000
3.947368,-2.894737,0.000000,-0.404351,1.235516,0.000000,0.000000,0.000000,0.000000
3.947368,-2.368421,0.000000,-0.482808,1.207020,0.000000,0.000000,0.000000,0.000000
3.947368,-1.842105,0.000000,-0.594552,1.156074,0.000000,0.000000,0.000000,0.000000
3.947368,-1.315789,0.000000,-0.759596,1.054995,0.000000,0.000000,0.000000,0.000000
3.947368,-0.789474,0.000000,-0.998688,0.832240,0.000000,0.000000,0.000000,0.000000
3.947368,-0.263158,0.000000,-1.252573,0.347937,0.000000,0.000000,0.000000,0.000000
3.947368,0.263158,0.000000,-1.252573,-0.347937,0.000000,0.000000,0.000000,0.000000
3.947368,0.789474,0.000000,-0.998688,-0.832240,0.000000,0.000000,0.000000,0.000000
3.947368,1.315789,0.000000,-0.759596,-1.054995,0.000000,0.000000,0.000000,0.000000
3.947368,1.842105,0.000000,-0.594552,-1.156074,0.000000,0.000000,0.000000,0.000000
3.947368,2.368421,0.000000,-0.482808,-1.207020,0.000000,0.000000,0.000000,0.000000
3.947368,2.894737,0.000000,-0.404351,-1.235516,0.000000,0.000000,0.000000,0.000000
3.947368,3.421053,0.000000,-0.346943,-1.252849,0.000000,0.000000,0.000000,0.000000
3.947368,3.947368,0.000000,-0.303385,-1.264103,0.000000,0.000000,0.000000,0.000000
3.947368,4.473684,0.000000,-0.269322,-1.271796,0.000000,0.000000,0.000000,0.000000
3.947368,5.000000,0.000000,-0.242010,-1.277275,0.000000,0.000000,0.000000,0.000000
4.473684,-5.000000,0.000000,-0.367527,1.246966,0.000000,0.000000,0.000000,0.000000
4.473684,-4.473684,0.000000,-0.406736,1.234733,0.000000,0.000000,0.000000,0.000000
4.473684,-3.947368,0.000000,-0.454680,1.217894,0.000000,0.000000,0.000000,0.000000
4.473684,-3.421053,0.000000,-0.514311,1.193936,0.000000,0.000000,0.000000,0.000000
4.473684,-2.894737,0.000000,-0.589788,1.158512,0.000000,0.000000,0.000000,0.000000
4.473684,-2.368421,0.000000,-0.686792,1.103774,0.000000,0.000000,0.000000,0.000000
4.473684,-1.842105,0.000000,-0.812104,1.015129,0.000000,0.000000,0.000000,0.000000
4.473684,-1.315789,0.000000,-0.969719,0.865821,0.000000,0.000000,0.000000,0.000000
4.473684,-0.789474,0.000000,-1.145924,0.613888,0.000000,0.000000,0.000000,0.000000
4.473684,-0.263158,0.000000,-1.279756,0.228528,0.000000,0.000000,0.000000,0.000000
4.473684,0.263158,0.000000,-1.279756,-0.228528,0.000000,0.000000,0.000000,0.000000
4.473684,0.789474,0.000000,-1.145924,-0.613888,0.000000,0.000000,0.000000,0.000000
4.473684,1.315789,0.000000,-0.969719,-0.865821,0.000000,0.000000,0.000000,0.000000
4.473684,1.842105,0.000000,-0.812104,-1.015129,0.000000,0.000000,0.000000,0.000000
4.473684,2.368421,0.000000,-0.686792,-1.103774,0.000000,0.000000,0.000000,0.000000
4.473684,2.894737,0.000000,-0.589788,-1.158512,0.000000,0.000000,0.000000,0.000000
4.473684,3.421053,0.000000,-0.514311,-1.193936,0.000000,0.000000,0.000000,0.000000
4.473684,3.947368,0.000000,-0.454680,-1.217894,0.000000,0.000000,0.000000,0.000000
4.473684,4.473684,0.000000,-0.406736,-1.234733,0.000000,0.000000,0.000000,0.000000
4.473684,5.000000,0.000000,-0.367527,-1.246966,0.000000,0.000000,0.000000,0.000000
5.000000,-5.000000,0.000000,-0.482808,1.207020,0.000000,0.000000,0.000000,0.000000
5.000000,-4.473684,0.000000,-0.530570,1.186801,0.000000,0.000000,0.000000,0.000000
5.000000,-3.947368,0.000000,-0.587554,1.159647,0.000000,0.000000,0.000000,0.000000
5.000000,-3.421053,0.000000,-0.656106,1.122286,0.000000,0.000000,0.000000,0.000000
5.000000,-2.894737,0.000000,-0.738961,1.069549,0.000000,0.000000,0.000000,0.000000
5.000000,-2.368421,0.000000,-0.838735,0.993239,0.000000,0.000000,0.000000,0.000000
5.000000,-1.842105,0.000000,-0.956209,0.880718,0.000000,0.000000,0.000000,0.000000
5.000000,-1.315789,0.000000,-1.086042,0.714501,0.000000,0.000000,0.000000,0.000000
5.000000,-0.789474,0.000000,-1.209202,0.477316,0.000000,0.000000,0.000000,0.000000
5.000000,-0.263158,0.000000,-1.288891,0.169591,0.000000,0.000000,0.000000,0.000000
5.000000,0.263158,0.000000,-1.288891,-0.169591,0.000000,0.000000,0.000000,0.000000
5.000000,0.789474,0.000000,-1.209202,-0.477316,0.000000,0.000000,0.000000,0.000000
5.000000,1.315789,0.000000,-1.086042,-0.714501,0.000000,0.000000,0.000000,0.000000
5.000000,1.842105,0.000000,-0.956209,-0.880718,0.000000,0.000000,0.000000,0.000000
5.000000,2.368421,0.000000,-0.838735,-0.993239,0.000000,0.000000,0.000000,0.000000
5.000000,2.894737,0.000000,-0.738961,-1.069549,0.000000,0.000000,0.000000,0.000000
5.000000,3.421053,0.000000,-0.656106,-1.122286,0.000000,0.000000,0.000000,0.000000
5.000000,3.947368,0.000000,-0.587554,-1.159647,0.000000,0.000000,0.000000,0.000000
5.000000,4.473684,0.000000,-0.530570,-1.186801,0.000000,0.000000,0.000000,0.000000
5.000000,5.000000,0.000000,-0.482808,-1.207020,0.000000,0.000000,0.000000,0.000000
